# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-ENAD-34
# Selected columns: 11 (all)
# Timestamp: Wed, 16-Jul-2025 14:08:40
Gene ID	Gene Name	CD14-positive, CD16-negative classical monocyte, non smoker	CD14-positive, CD16-negative classical monocyte, not available	CD14-positive, CD16-negative classical monocyte, past smoker	CD4-positive, alpha-beta T cell, non smoker	CD4-positive, alpha-beta T cell, not available	CD4-positive, alpha-beta T cell, past smoker	CD4-positive, alpha-beta T cell, smoker	mature neutrophil, non smoker	mature neutrophil, not available	mature neutrophil, past smoker	mature neutrophil, smoker
ENSG00000277435	ENSG00000277435		0.1		0.3	0.3	0.3	0.2				
ENSG00000277438	KDM5DP1			0.7				0.2			4.0	2.0
ENSG00000277440	ENSG00000277440	0.1	0.1	0.1	0.9	0.9	0.9	1.0				
ENSG00000277443	MARCKS	47.0	48.0	45.0				0.1	81.0	86.0	85.0	104.0
ENSG00000277447	ENSG00000277447	0.1	0.1	0.1				0.4				
ENSG00000277449	CEBPB-AS1	0.3	0.3	0.3	0.7	0.7	0.8	0.9	1.0	1.0	1.0	2.0
ENSG00000277450	ENSG00000277450	0.8	0.8	0.9	3.0	3.0	3.0	2.0	0.4	0.5	0.4	0.5
ENSG00000277452	RN7SL473P	18.0	16.0	17.0	3.0	3.0	3.0	2.0	64.0	60.0	68.0	52.0
ENSG00000277462	ZNF670	1.0	1.0	1.0	1.0	1.0	1.0	0.9	0.2	0.2	0.2	0.1
ENSG00000277463	ENSG00000277463	0.3	0.3	0.2	0.6	0.6	0.6	1.0	1.0	1.0	1.0	0.6
ENSG00000277474	MIR6894							0.5				
ENSG00000277476	ENSG00000277476	1.0	1.0	1.0	4.0	4.0	4.0	5.0	0.8	0.8	0.8	1.0
ENSG00000277479	ENSG00000277479				0.6	0.9	0.5	0.4				
ENSG00000277481	PKD1L3	0.1	0.1	0.1	0.2	0.1	0.2		0.2	0.2	0.2	0.2
ENSG00000277482	ENSG00000277482			0.1						0.1	0.1	
ENSG00000277491	ENSG00000277491	0.8	0.8	0.8	2.0	2.0	3.0	2.0				
ENSG00000277493	ENSG00000277493				0.5	0.5	0.4	0.5				
ENSG00000277496	ENSG00000277496	2.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0
ENSG00000277501	ENSG00000277501	0.2	0.2	0.2	0.5	0.6	0.6	0.1	0.2	0.2	0.2	
ENSG00000277504	ENSG00000277504	0.1	0.1	0.1	0.3	0.2	0.3	0.1				0.1
ENSG00000277511	ENSG00000277511	0.5	0.5	0.5	2.0	2.0	2.0	3.0	0.3	0.4	0.3	0.2
ENSG00000277521	MIR8078					0.5						
ENSG00000277527	LINC01796				0.1	0.1	0.1	0.1				
ENSG00000277534	ENSG00000277534	0.3	0.3	0.3	0.4	0.4	0.4	0.4				
ENSG00000277541	ZNF630-AS1	0.1	0.2	0.1	0.2	0.1	0.1	0.2	0.2	0.2	0.2	0.1
ENSG00000277545	ENSG00000277545	0.7	0.7	0.6	0.1	0.1	0.1		1.0	1.0	1.0	0.9
ENSG00000277548	ENSG00000277548	5.0	6.0	6.0	5.0	4.0	5.0	4.0	23.0	23.0	24.0	15.0
ENSG00000277558	ENSG00000277558	2.0	2.0	2.0	1.0	1.0	1.0	0.7	2.0	2.0	2.0	2.0
ENSG00000277562	ENSG00000277562	0.1	0.1	0.1	0.4	0.4	0.4	0.5	0.1	0.1	0.1	0.1
ENSG00000277566	ENSG00000277566	2.0	2.0	2.0	1.0	1.0	0.8	0.5				
ENSG00000277568	ENSG00000277568	0.5	0.4	0.5	0.4	0.3	0.5	0.8				
ENSG00000277579	ENSG00000277579	1.0	1.0	0.9	0.8	1.0	0.8		2.0	2.0	2.0	1.0
ENSG00000277581	ENSG00000277581	0.6	0.6	0.6	2.0	2.0	2.0	0.4	0.2	0.2	0.2	0.2
ENSG00000277586	NEFL				2.0	2.0	2.0	2.0				
ENSG00000277589	ENSG00000277589	2.0	2.0	2.0	1.0	1.0	1.0	0.7	2.0	2.0	3.0	1.0
ENSG00000277590	MIR7845	2.0	3.0	2.0	1.0	1.0	0.9	0.3	0.6	0.7	0.4	7.0
ENSG00000277591	RN7SL575P				0.5	0.5	0.4	0.8				
ENSG00000277595	ENSG00000277595	3.0	2.0	3.0	2.0	2.0	2.0	1.0	13.0	13.0	13.0	8.0
ENSG00000277597	ENSG00000277597							0.1		0.1		
ENSG00000277598	ENSG00000277598							0.1				
ENSG00000277602	ENSG00000277602	0.2	0.1	0.1				0.1	0.8	1.0	0.8	1.0
ENSG00000277605	Metazoa_SRP				0.1	0.1	0.1	0.2				
ENSG00000277610	RNVU1-4	62.0	63.0	63.0	14.0	14.0	15.0	13.0	3.0	3.0	4.0	2.0
ENSG00000277617	Metazoa_SRP				0.9	1.0	0.7	0.6				
ENSG00000277621	ENSG00000277621							0.1				
ENSG00000277628	Metazoa_SRP							0.1				
ENSG00000277632	CCL3	15.0	17.0	15.0					0.2	0.2	0.2	0.2
ENSG00000277634	Y_RNA	7.0	6.0	8.0	9.0	9.0	10.0	9.0	5.0	4.0	4.0	6.0
ENSG00000277635	Metazoa_SRP							0.2				
ENSG00000277636	MIR8061	0.4	0.4	0.3								
ENSG00000277651	ENSG00000277651				0.1	0.1	0.1	0.1				
ENSG00000277654	ENSG00000277654	0.8	0.8	0.8	0.1	0.1	0.1	2.0				
ENSG00000277655	ENSG00000277655				0.1		0.1	0.2				
ENSG00000277662	ENSG00000277662	0.8	0.8	0.7	3.0	3.0	3.0	3.0	0.7	0.6	0.7	0.2
ENSG00000277677	Metazoa_SRP	1.0	1.0	1.0	0.5	0.6	0.5		1.0	1.0	1.0	0.4
ENSG00000277678	RNU1-153P	0.8	0.7	0.5	1.0	2.0	1.0	1.0	0.9	0.9	1.0	0.7
ENSG00000277681	MIR6739	1.0	1.0	1.0	3.0	2.0	3.0	4.0				
ENSG00000277684	ENSG00000277684	2.0	1.0	2.0	0.4	0.4	0.4	0.5	0.5	0.5	0.5	0.3
ENSG00000277687	ENSG00000277687	12.0	10.0	12.0	6.0	5.0	6.0	7.0	27.0	24.0	29.0	23.0
ENSG00000277692	ENSG00000277692	0.2	0.3	0.2	0.3	0.3	0.3	0.4	0.4	0.3	0.3	0.3
ENSG00000277695	ENSG00000277695	0.5	0.7	0.6				0.1				
ENSG00000277701	ENSG00000277701				0.1	0.1	0.1	0.1				
ENSG00000277705	ENSG00000277705	0.1	0.1	0.1			0.1	0.2				
ENSG00000277713	MIR6856	0.9	0.8	0.8	0.9	1.0	0.8	0.7				
ENSG00000277715	ENSG00000277715	0.7	0.6	0.7	0.4	0.4	0.4	0.6	0.9	0.8	0.9	1.0
ENSG00000277718	LINC02255								0.2	0.2	0.3	
ENSG00000277721	Metazoa_SRP				0.2	0.2			0.1	0.1	0.1	0.1
ENSG00000277726	ENSG00000277726							0.1				
ENSG00000277728	ENSG00000277728	2.0	2.0	2.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0
ENSG00000277734	TRAC	4.0	5.0	4.0	481.0	494.0	486.0	425.0	0.1	0.1	0.1	0.1
ENSG00000277738	ENSG00000277738				0.1			0.1				
ENSG00000277741	GOLGA6L17P					0.1						
ENSG00000277744	ENSG00000277744	0.5	0.5	0.4	0.6	0.7	0.5	0.7	0.6	0.6	0.6	0.8
ENSG00000277759	MIR6719	0.8	0.9	0.6	1.0	1.0	0.9	1.0	2.0	2.0	2.0	2.0
ENSG00000277763	ENSG00000277763	2.0	2.0	2.0	0.1	0.1	0.1	0.1	4.0	4.0	4.0	3.0
ENSG00000277767	ENSG00000277767	7.0	8.0	8.0	0.5	0.6	0.5	0.4	0.5	0.5	0.5	0.7
ENSG00000277769	RBM22P4	0.2	0.3	0.2	0.5	0.4	0.5	0.1				
ENSG00000277775	H3C7	6.0	7.0	6.0	3.0	4.0	3.0	3.0	0.5	0.7	0.5	1.0
ENSG00000277778	PGM5P2	0.7	0.6	0.6	1.0	1.0	1.0	2.0	0.7	0.6	0.8	0.4
ENSG00000277782	ENSG00000277782	3.0	3.0	3.0	2.0	2.0	2.0	2.0	0.8	0.8	0.8	0.7
ENSG00000277790	ENSG00000277790							0.2	0.9	1.0	1.0	0.5
ENSG00000277791	PSMB3	67.0	69.0	67.0	29.0	28.0	29.0	24.0	74.0	79.0	71.0	87.0
ENSG00000277794	Metazoa_SRP	0.1	0.1	0.2	0.3	0.3	0.3	0.2				0.1
ENSG00000277795	ENSG00000277795				0.1	0.1	0.1	0.3	0.1	0.1	0.2	0.1
ENSG00000277797	ENSG00000277797	1.0	0.9	1.0					0.3	0.2	0.3	0.1
ENSG00000277806	ENSG00000277806	0.1	0.1	0.1	0.2	0.3	0.2	0.1				
ENSG00000277817	MIR6738	4.0	4.0	4.0	2.0	2.0	2.0	1.0	6.0	6.0	6.0	6.0
ENSG00000277825	ENSG00000277825	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.6	0.7	0.7	0.6
ENSG00000277836	ENSG00000277836					0.1		0.9				
ENSG00000277840	ENSG00000277840	1.0	1.0	1.0	0.9	0.8	0.8	0.8	0.3	0.3	0.4	0.7
ENSG00000277846	SNORD30	1.0	1.0	1.0	8.0	9.0	8.0	10.0	0.4	0.5		
ENSG00000277851	LINC02391	1.0	1.0	1.0	0.5	0.6	0.6	0.5				
ENSG00000277855	ENSG00000277855	2.0	2.0	2.0	0.7	0.7	0.7	0.7	5.0	5.0	7.0	3.0
ENSG00000277856	ENSG00000277856							0.1				
ENSG00000277866	ENSG00000277866								0.1	0.1	0.1	0.1
ENSG00000277873	ENSG00000277873	0.3	0.3	0.3	0.5	0.4	0.5	0.2	0.3	0.4	0.3	0.3
ENSG00000277876	ENSG00000277876											0.1
ENSG00000277879	ENSG00000277879	2.0	2.0	2.0	0.6	0.5	0.6	0.7	4.0	4.0	4.0	6.0
ENSG00000277880	TRBV17				0.8	0.9	0.8	0.3				
ENSG00000277882	ENSG00000277882	0.4	0.3	0.3	0.2	0.2	0.2	0.1	0.5	0.5	0.5	0.4
ENSG00000277892	MIR6746	0.4	0.4									0.6
ENSG00000277895	ENSG00000277895	2.0	3.0	3.0	0.2	0.2	0.2	0.3	2.0	2.0	3.0	3.0
ENSG00000277900	Metazoa_SRP	0.3	0.2	0.2				0.2				
ENSG00000277901	ENSG00000277901				0.1		0.1	0.1				
ENSG00000277904	MIR7850								0.8	0.4	0.5	1.0
ENSG00000277911	ENSG00000277911	3.0	3.0	3.0	1.0	1.0	1.0	0.4	4.0	3.0	4.0	0.8
ENSG00000277914	DDX6P2	0.1						0.1	0.1	0.1	0.1	
ENSG00000277918	RNVU1-28	15.0	21.0	15.0	26.0	28.0	42.0	13.0	20.0	28.0	26.0	5.0
ENSG00000277938	ENSG00000277938	0.3	0.4	0.3	0.3	0.4	0.3	0.5				
ENSG00000277942	MIR8075	2.0	2.0	2.0	1.0	1.0	0.9	0.4	0.4	0.4	0.7	0.9
ENSG00000277948	ENSG00000277948	4.0	4.0	4.0	5.0	6.0	5.0	3.0	3.0	3.0	3.0	0.7
ENSG00000277950	Metazoa_SRP	0.5	0.5	0.4	0.5	0.4	0.4	0.5	0.4	0.5	0.5	0.6
ENSG00000277952	ENSG00000277952	0.7	0.7	0.6					0.2	0.2	0.1	0.4
ENSG00000277954	ENSG00000277954	0.2	0.2	0.2	0.1	0.1	0.1					
ENSG00000277957	SENP3-EIF4A1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.1	0.2	0.1	0.2
ENSG00000277958	Metazoa_SRP	0.5	0.5	0.4	3.0	4.0	4.0	0.8	2.0	2.0	2.0	1.0
ENSG00000277959	ENSG00000277959	2.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0
ENSG00000277969	ENSG00000277969	4.0	4.0	4.0	0.9	1.0	0.9	1.0	1.0	1.0	1.0	1.0
ENSG00000277972	CISD3	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.1	0.2	0.1	0.1
ENSG00000277977	ENSG00000277977			0.2	3.0	4.0	3.0	1.0				
ENSG00000277978	ENSG00000277978	4.0	4.0	4.0	1.0	1.0	0.9	1.0	15.0	15.0	15.0	11.0
ENSG00000277979	ENSG00000277979		0.1						0.8	0.9	1.0	0.7
ENSG00000277998	ENSG00000277998	0.8	1.0	0.8	0.7	0.8	0.7	0.5				
ENSG00000277999	ENSG00000277999	2.0	2.0	2.0	0.4	0.5	0.4	1.0	0.2	0.2	0.3	0.1
ENSG00000278000	ENSG00000278000	0.1	0.2	0.1	0.4	0.5	0.4	0.4	0.6	0.6	0.6	0.1
ENSG00000278001	ENSG00000278001										0.1	0.2
ENSG00000278002	ENSG00000278002	0.7	0.8	0.8	0.4	0.4	0.4	0.1	1.0	1.0	1.0	0.8
ENSG00000278009	ENSG00000278009	3.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
ENSG00000278012	ENSG00000278012		0.1	0.1					0.1	0.1	0.1	
ENSG00000278013	ENSG00000278013	0.5	0.5	0.5	0.2	0.2	0.3	0.2	0.2	0.2	0.2	0.5
ENSG00000278017	ENSG00000278017	5.0	5.0	5.0	5.0	6.0	5.0	4.0	15.0	15.0	16.0	17.0
ENSG00000278022	ENSG00000278022	2.0	2.0	2.0	10.0	9.0	10.0	8.0	14.0	13.0	15.0	9.0
ENSG00000278028	Y_RNA								0.4	0.3	0.3	0.5
ENSG00000278030	TRBV7-9	0.2	0.3	0.2	50.0	47.0	49.0	47.0				0.3
ENSG00000278034	MIR6731	4.0	3.0	3.0	5.0	4.0	5.0	2.0	0.4	0.4	0.4	
ENSG00000278040	ENSG00000278040	0.4	0.4	0.4	2.0	2.0	2.0	1.0				
ENSG00000278053	DDX52	6.0	6.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	0.9
ENSG00000278058	ENSG00000278058	0.1	0.1	0.1	0.1	0.1	0.1	0.4				
ENSG00000278060	ENSG00000278060	0.3	0.3	0.3				0.1	0.2	0.2	0.2	0.3
ENSG00000278075	ENSG00000278075	1.0	1.0	1.0	0.5	0.6	0.6		0.5	0.5	0.5	0.4
ENSG00000278077	ENSG00000278077								0.1			0.4
ENSG00000278083	ENSG00000278083	1.0	0.9	1.0	0.5	0.3	0.4	0.1	1.0	0.9	1.0	0.4
ENSG00000278084	ENSG00000278084	0.2	0.2	0.2	0.3	0.3	0.3	0.4	0.2	0.2	0.2	
ENSG00000278090	LUNAR1								2.0	2.0	2.0	1.0
ENSG00000278095	ENSG00000278095	0.1	0.1	0.1				0.1				
ENSG00000278099	RNVU1-2A	1.0	1.0	2.0	2.0	2.0	2.0	0.4	0.3	0.4	0.4	
ENSG00000278107	ENSG00000278107	0.9	1.0	1.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1
ENSG00000278108	MIR6757	0.4	0.5	0.7	1.0	1.0	2.0					
ENSG00000278112	ENSG00000278112	0.1	0.1	0.1	0.6	0.7	0.5	1.0	0.8	0.7	0.9	1.0
ENSG00000278126	ENSG00000278126	0.4	0.4	0.4	3.0	3.0	3.0	4.0		0.1	0.1	0.1
ENSG00000278129	ZNF8	1.0	1.0	1.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0
ENSG00000278130	ENSG00000278130									0.1		
ENSG00000278133	ENSG00000278133	22.0	21.0	21.0	24.0	25.0	23.0	24.0	13.0	12.0	13.0	14.0
ENSG00000278135	U2	1.0	0.9	1.0	1.0	1.0	2.0	2.0	0.6	0.3	0.7	0.6
ENSG00000278147	ENSG00000278147	0.4	0.5	0.4	0.6	0.8	0.7	0.8	0.1			0.1
ENSG00000278153	ENSG00000278153	0.2	0.2	0.1	0.6	0.5	0.6	0.4				
ENSG00000278156	TSC22D1-AS1	0.2	0.2	0.2	0.2	0.2	0.2	0.2				
ENSG00000278171	ENSG00000278171	0.2	0.3	0.3	0.9	0.9	0.7	0.3	0.6	0.4	0.5	0.1
ENSG00000278189	RNA5-8SN1					0.3		2.0				
ENSG00000278195	SSTR3				6.0	6.0	6.0	4.0	0.2	0.2	0.2	0.2
ENSG00000278196	IGLV2-8				2.0	2.0	1.0	11.0				
ENSG00000278206	ENSG00000278206	1.0	1.0	1.0	0.7	0.7	0.7	0.7	0.1	0.1	0.1	
ENSG00000278214	LINC02139	0.1	0.1	0.1								
ENSG00000278215	ENSG00000278215	2.0	2.0	1.0					14.0	15.0	18.0	11.0
ENSG00000278231	ENSG00000278231	12.0	12.0	12.0	5.0	4.0	5.0	7.0	64.0	63.0	73.0	63.0
ENSG00000278236	ENSG00000278236	3.0	3.0	4.0	9.0	8.0	9.0	5.0	4.0	4.0	4.0	3.0
ENSG00000278237	ENSG00000278237	0.3										
ENSG00000278238	ENSG00000278238	0.8	0.8	0.9	2.0	2.0	2.0	2.0	0.5	0.5	0.5	1.0
ENSG00000278239	ENSG00000278239								2.0	2.0	2.0	2.0
ENSG00000278250	Metazoa_SRP				0.1	0.2	0.1					
ENSG00000278259	MYO19	2.0	2.0	2.0	4.0	3.0	3.0	4.0	0.4	0.3	0.3	0.3
ENSG00000278263	ENSG00000278263						0.1					
ENSG00000278266	ENSG00000278266	0.1	0.1	0.1	0.1	0.1	0.1					
ENSG00000278267	MIR6859-1	5.0	6.0	5.0	8.0	7.0	7.0	6.0	2.0	2.0	2.0	1.0
ENSG00000278272	ENSG00000278272	0.4	0.6	0.5	3.0	4.0	4.0	2.0	0.6	0.8	0.7	1.0
ENSG00000278275	ENSG00000278275	1.0	1.0	1.0	2.0	2.0	2.0	0.9				0.1
ENSG00000278276	ENSG00000278276	1.0	1.0	0.9	0.4	0.4	0.5	0.5	0.4	0.4	0.4	0.6
ENSG00000278281	MIR7856				3.0	3.0	2.0	5.0				
ENSG00000278291	ENSG00000278291							0.1				
ENSG00000278292	RFPL4AP6					0.1		0.1				
ENSG00000278311	GGNBP2	16.0	15.0	15.0	19.0	19.0	18.0	22.0	12.0	11.0	12.0	11.0
ENSG00000278313	ENSG00000278313	0.5	0.5	0.5	0.4	0.4	0.4	0.2	0.3	0.2	0.4	0.2
ENSG00000278318	ZNF229				0.5	0.6	0.7	0.4				
ENSG00000278330	ENSG00000278330	17.0	17.0	17.0	1.0	1.0	1.0	1.0	7.0	6.0	9.0	4.0
ENSG00000278338	VWA8-AS1				0.1	0.1	0.1					
ENSG00000278341	ENSG00000278341	0.3	0.3	0.3	0.6	0.6	0.5	1.0				0.1
ENSG00000278344	ENSG00000278344	0.4	0.3	0.3	0.5	0.6	0.6	0.1				
ENSG00000278349	MIR6754	0.8	0.9	0.9	0.6	0.9	0.7	1.0	0.5	0.5	0.5	1.0
ENSG00000278351	ENSG00000278351	2.0	3.0	3.0	0.3	0.4	0.3	0.2				
ENSG00000278356	ENSG00000278356	1.0	1.0	1.0	4.0	4.0	4.0	5.0	0.2	0.2	0.2	0.2
ENSG00000278359	MIR7155											3.0
ENSG00000278367	ENSG00000278367	0.1	0.1	0.1	0.1	0.1	0.1		0.2	0.2	0.2	0.1
ENSG00000278370	ENSG00000278370	0.2	0.2	0.1	0.1	0.1	0.1	0.5				
ENSG00000278374	U4	0.6	0.6	0.4	2.0	2.0	2.0	0.8				
ENSG00000278376	ENSG00000278376	1.0	0.9	1.0	0.9	1.0	0.9	0.6	2.0	2.0	2.0	2.0
ENSG00000278383	ENSG00000278383	0.3	0.4	0.3	1.0	1.0	1.0	1.0				
ENSG00000278384	ENSG00000278384	0.1	0.2	0.2	0.5	0.7	0.6	0.6				
ENSG00000278389	ENSG00000278389	0.1	0.1	0.1								
ENSG00000278390	ENSG00000278390	0.1	0.1	0.1	0.5	0.6	0.6	0.5	0.6	0.6	0.6	0.5
ENSG00000278396	ENSG00000278396	1.0	0.9	0.9		0.1		0.1	0.2	0.2	0.2	0.2
ENSG00000278399	ENSG00000278399	0.1	0.1	0.1	0.2	0.2	0.2	0.4				
ENSG00000278400	ENSG00000278400							0.1				
ENSG00000278412	MIR6854	0.8	0.6	0.8				1.0				0.5
ENSG00000278413	ENSG00000278413	3.0	3.0	3.0	2.0	2.0	2.0	2.0	0.4	0.3	0.4	
ENSG00000278416	PMS2P2	0.2	0.2	0.2	0.5	0.5	0.5	0.7		0.1		0.1
ENSG00000278418	MIR6512	1.0	1.0	0.9	1.0	1.0	1.0	0.4				
ENSG00000278420	MIR6819	4.0	4.0	4.0	10.0	10.0	9.0	10.0	6.0	7.0	7.0	19.0
ENSG00000278421	ENSG00000278421	2.0	2.0	1.0	0.7	1.0	0.8	1.0	1.0	1.0	1.0	1.0
ENSG00000278434	ENSG00000278434	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.4	0.3	0.4	0.3
ENSG00000278438	MIR7849	1.0	1.0	1.0	0.7	1.0	0.9					
ENSG00000278445	ENSG00000278445				0.2	0.3	0.2	0.2				
ENSG00000278447	MIR6781	2.0	2.0	2.0	3.0	3.0	3.0	0.4	4.0	4.0	4.0	5.0
ENSG00000278449	MIR6892	0.3	0.2	0.2					1.0	0.9	0.9	1.0
ENSG00000278459	Metazoa_SRP								0.3	0.3	0.3	0.3
ENSG00000278462	ENSG00000278462	4.0	4.0	4.0	2.0	2.0	2.0	0.6	1.0	1.0	1.0	0.5
ENSG00000278463	H2AC4	0.7	0.8	0.7	6.0	6.0	6.0	4.0	1.0	2.0	1.0	2.0
ENSG00000278464	ENSG00000278464		0.1	0.1								
ENSG00000278467	ENSG00000278467	4.0	4.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0
ENSG00000278472	ENSG00000278472	0.3	0.3	0.3	0.3	0.2	0.3	0.4	0.1			
ENSG00000278473	IGHV3-41				0.1		0.1					
ENSG00000278475	ENSG00000278475	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	0.9
ENSG00000278477	ENSG00000278477							0.1	0.6	0.7	0.7	
ENSG00000278480	ZBTB2P1	0.1	0.1	0.1								
ENSG00000278486	YRDCP1	2.0	1.0	1.0	0.3	0.3	0.2	0.4	1.0	1.0	2.0	2.0
ENSG00000278487	ENSG00000278487	2.0	2.0	2.0	3.0	4.0	4.0	2.0	1.0	1.0	1.0	2.0
ENSG00000278492	ENSG00000278492		0.1	0.1	0.2	0.2	0.2	0.2				
ENSG00000278493	ENSG00000278493	1.0	1.0	1.0	0.6	0.5	0.5	0.4	0.2	0.2	0.1	0.1
ENSG00000278496	ENSG00000278496	0.8	0.6	0.8	0.2	0.2	0.3		0.1	0.1	0.1	
ENSG00000278498	ENSG00000278498	0.2	0.3	0.3	0.3	0.5	0.3					
ENSG00000278505	C17orf78	0.1	0.1	0.1	0.2	0.2	0.2	0.4				
ENSG00000278513	ENSG00000278513	5.0	5.0	5.0	0.8	0.8	0.8	0.7	4.0	3.0	4.0	1.0
ENSG00000278517	MIR6865	0.5	0.5	0.7				3.0	1.0	0.9	1.0	1.0
ENSG00000278518	ENSG00000278518				0.1	0.1	0.1					
ENSG00000278520	MIR7851	0.2	0.2	0.2	1.0	1.0	0.9	0.9			0.2	0.5
ENSG00000278523	Y_RNA	1.0	2.0	1.0	0.7	0.9	1.0	1.0				
ENSG00000278524	MIR6810	1.0	0.6	1.0								2.0
ENSG00000278530	CHMP1B2P				0.1	0.1	0.1	0.1				
ENSG00000278535	DHRS11	0.5	0.5	0.4	0.6	0.6	0.6	0.7	0.1	0.1	0.1	0.1
ENSG00000278540	ACACA	2.0	3.0	2.0	3.0	3.0	3.0	2.0	0.1	0.1		
ENSG00000278546	ENSG00000278546	0.3	0.4	0.3					0.1	0.1	0.1	0.1
ENSG00000278549	MIR6736	0.4	0.2					2.0				
ENSG00000278558	TMEM191B	0.1	0.1		0.1	0.2	0.1	0.1				
ENSG00000278561	PTPN20CP					0.1		0.1				
ENSG00000278569	Metazoa_SRP	0.1		0.1								
ENSG00000278570	NR2E3	0.1	0.1	0.1	0.1	0.2	0.1	0.1				
ENSG00000278576	ENSG00000278576	0.6	0.6	0.5	0.3	0.3	0.3	0.2	0.1	0.1	0.1	
ENSG00000278586	ENSG00000278586	0.8	0.9	0.7		0.2	0.1		0.3	0.3	0.3	0.1
ENSG00000278588	H2BC10	10.0	10.0	11.0	45.0	42.0	49.0	29.0	4.0	5.0	3.0	4.0
ENSG00000278590	RN7SL113P	1.0	1.0	1.0	2.0	2.0	2.0	1.0	0.6	0.7	0.6	0.4
ENSG00000278595	ENSG00000278595	2.0	3.0	2.0				0.1				
ENSG00000278596	MIR6077	18.0	19.0	20.0	1.0	1.0	2.0	0.8	0.8	1.0	0.8	
ENSG00000278598	MIR6775	0.5	0.4	0.5				0.4				
ENSG00000278599	TBC1D3E								0.1	0.1	0.1	0.1
ENSG00000278600	ENSG00000278600	10.0	9.0	9.0	9.0	9.0	9.0	12.0	58.0	56.0	61.0	49.0
ENSG00000278601	ENSG00000278601	3.0	2.0	2.0	4.0	4.0	3.0	3.0	4.0	4.0	5.0	3.0
ENSG00000278607	ENSG00000278607	1.0	1.0	1.0	0.8	0.9	0.9	1.0	1.0	1.0	1.0	1.0
ENSG00000278610	ENSG00000278610				0.1		0.1					
ENSG00000278611	ZNF426-DT	0.1	0.2	0.2	0.2	0.3	0.3	0.2				
ENSG00000278615	C11orf98	0.1		0.1	0.4	0.5	0.4	0.5	0.1			0.2
ENSG00000278616	BEND3P3	0.5	0.5	0.5	0.5	0.5	0.5	0.7	0.3	0.3	0.4	0.3
ENSG00000278619	MRM1	1.0	1.0	1.0	3.0	4.0	3.0	3.0				
ENSG00000278627	ENSG00000278627	0.4	0.3	0.4	1.0	1.0	1.0	2.0				
ENSG00000278635	ENSG00000278635		0.1		0.6	0.6	0.6	0.3				
ENSG00000278636	Metazoa_SRP			0.1								
ENSG00000278637	H4C1	5.0	5.0	5.0	34.0	32.0	35.0	8.0	2.0	2.0	2.0	2.0
ENSG00000278638	ENSG00000278638	1.0	1.0	1.0	1.0	1.0	1.0	0.7	2.0	2.0	2.0	2.0
ENSG00000278655	ENSG00000278655	0.1	0.2	0.1	0.6	0.7	0.5	0.5	0.4	0.5	0.4	0.7
ENSG00000278658	MIR6826	0.6	0.4	0.7	0.7		0.6	0.3	0.6	0.7	0.6	1.0
ENSG00000278661	TRAJ37	0.7	0.4	0.6	54.0	58.0	55.0	37.0				
ENSG00000278662	GOLGA6L10				0.2	0.2	0.2	0.3				
ENSG00000278665	ENSG00000278665	0.1	0.2	0.1	0.2	0.3	0.2		0.2	0.2	0.2	0.3
ENSG00000278668	ENSG00000278668	0.6	0.7	0.6	2.0	2.0	2.0	3.0	1.0	1.0	1.0	0.8
ENSG00000278673	ENSG00000278673	0.1	0.1	0.1	0.1	0.1	0.1	0.2				
ENSG00000278685	IQCA1L					0.1		0.1				
ENSG00000278700	Metazoa_SRP	3.0	3.0	3.0	1.0	1.0	1.0	0.9	6.0	6.0	7.0	5.0
ENSG00000278701	Metazoa_SRP	0.1	0.1	0.1								
ENSG00000278703	ENSG00000278703	0.1	0.2	0.1	0.1	0.1	0.1					
ENSG00000278705	H4C2	16.0	18.0	17.0	78.0	74.0	84.0	31.0	28.0	34.0	26.0	29.0
ENSG00000278709	NKILA	0.1	0.1	0.1	0.5	0.4	0.5	0.4				
ENSG00000278719	MCM8-AS1				0.1	0.2	0.1					
ENSG00000278725	ENSG00000278725	0.5	0.5	0.5	0.6	0.6	0.6	0.2	3.0	3.0	3.0	5.0
ENSG00000278727	ENSG00000278727	0.2	0.2	0.2				0.1	0.1	0.1	0.1	0.1
ENSG00000278730	ENSG00000278730	7.0	6.0	7.0	10.0	10.0	10.0	11.0	3.0	3.0	3.0	3.0
ENSG00000278732	Metazoa_SRP	0.5	0.5	0.5								
ENSG00000278733	ENSG00000278733				0.4	0.4	0.4	0.3				
